spi,method,signature,status,adapter,caller_evidence,deletion_gate
IStudyEventDAO,getCurrentPK,int getCurrentPK(),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDaoAdapter.java,"app/src/test/java/org/researchedc/module/subjectgroup/internal/adapter/StudyGroupClassDaoAdapterTest.java:154:        assertEquals(15, adapter.getCurrentPK());; shared/src/main/java/org/researchedc/dao/spi/StudyGroupClassDao.java:22:    int getCurrentPK();; shared/src/main/java/org/researchedc/dao/rule/RuleSetRuleDAO.java:54:        this.getCurrentPKName = ""getCurrentPK"";; shared/src/main/java/org/researchedc/dao/rule/RuleSetRuleAuditDAO.java:50:    public int getCurrentPK() {; shared/src/main/java/org/researchedc/dao/rule/RuleSetRuleAuditDAO.java:177:            ruleSetRuleAudit.setId(getCurrentPK());; shared/src/main/java/org/researchedc/dao/core/EntityDAO.java:84:     * getCurrentPK() relies on it.; shared/src/main/java/org/researchedc/dao/core/EntityDAO.java:709:    public int getCurrentPK() {; shared/src/main/java/org/researchedc/dao/extract/DatasetDAO.java:56:        getCurrentPKName = ""getCurrentPK"";",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IStudyEventDAO,getCountofEventsBasedOnEventStatus,Integer getCountofEventsBasedOnEventStatus(StudyBean currentStudy; SubjectEventStatus subjectEventStatus),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDaoAdapter.java,"app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDaoAdapter.java:274:    public Integer getCountofEventsBasedOnEventStatus(StudyBean currentStudy, SubjectEventStatus subjectEventStatus) {",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IStudyEventDAO,getCountofEvents,Integer getCountofEvents(StudyBean currentStudy),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDaoAdapter.java,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDaoAdapter.java:279:    public Integer getCountofEvents(StudyBean currentStudy) {,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IStudyEventDAO,findAllByStudyEventDefinitionAndCrfOidsAndOrdinal,StudyEventBean findAllByStudyEventDefinitionAndCrfOidsAndOrdinal(String studyEventDefinitionOid; String crfOrCrfVersionOid; String ordinal; String studySubjectId),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDaoAdapter.java,"shared/src/main/java/org/researchedc/service/rule/expression/ExpressionService.java:351:                    .findAllByStudyEventDefinitionAndCrfOidsAndOrdinal(studyEventDefinitionOid, crfOrCrfVersionOid,; app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDaoAdapter.java:284:    public StudyEventBean findAllByStudyEventDefinitionAndCrfOidsAndOrdinal(",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IStudyEventDAO,getStudySubjectCRFData,HashMap getStudySubjectCRFData(StudyBean sb; int studySubjectId; int eventDefId; String crfVersionOID; int eventOrdinal),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDaoAdapter.java,"app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDaoAdapter.java:290:    public HashMap getStudySubjectCRFData(StudyBean sb, int studySubjectId, int eventDefId,",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IStudyEventDAO,fetchByStudyEventDefOIDAndOrdinal,default StudyEvent fetchByStudyEventDefOIDAndOrdinal(String oid; Integer ordinal; int studySubjectId) ,module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDaoAdapter.java,"app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDaoAdapter.java:317:    public StudyEvent fetchByStudyEventDefOIDAndOrdinal(String oid, Integer ordinal, int studySubjectId) {; shared/src/main/java/org/researchedc/service/rule/expression/ExpressionBeanService.java:142:        		studyEvent= expressionBeanWrapper.getStudyEventDaoHib().fetchByStudyEventDefOIDAndOrdinal(oid.substring(0,leftBracketIndex), ordinal, subjectId);; shared/src/main/java/org/researchedc/service/rule/expression/ExpressionBeanService.java:144:        	else studyEvent= expressionBeanWrapper.getStudyEventDaoHib().fetchByStudyEventDefOIDAndOrdinal(oid, 1, subjectId);; shared/src/main/java/org/researchedc/service/rule/expression/ExpressionService.java:590:            studyEvent = expressionWrapper.getStudyEventDaoHib().fetchByStudyEventDefOIDAndOrdinal(oid, ordinal,; shared/src/main/java/org/researchedc/service/crfdata/BeanPropertyService.java:144:        		studyEvent= getStudyEventDAO().fetchByStudyEventDefOIDAndOrdinal(eventOID, ordinal, eow.getStudySubjectBeanId());; shared/src/main/java/org/researchedc/service/crfdata/BeanPropertyService.java:149:        		studyEvent = getStudyEventDAO().fetchByStudyEventDefOIDAndOrdinal(oid, ordinal, eow.getStudySubjectBeanId());",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IStudyEventDAO,fetchByStudyEventDefOIDAndOrdinalTransactional,default StudyEvent fetchByStudyEventDefOIDAndOrdinalTransactional(String defOid; Integer ordinal; Integer studySubjectId) ,unused,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDaoAdapter.java,"shared/src/main/java/org/researchedc/service/rule/expression/ExpressionService.java:587:            studyEvent = expressionWrapper.getStudyEventDaoHib().fetchByStudyEventDefOIDAndOrdinalTransactional(oid,",SPI method not found in adapter by simple method-name scan; inspect compile/default inheritance and callers
IStudyEventDAO,fetchListByStudyEventDefOID,default java.util.List fetchListByStudyEventDefOID(String defOid; Integer studySubjectId) ,unused,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDaoAdapter.java,"shared/src/main/java/org/researchedc/service/crfdata/BeanPropertyService.java:197:    		List<StudyEvent> events = getStudyEventDAO().fetchListByStudyEventDefOID(eventOID, studySubjectId);",SPI method not found in adapter by simple method-name scan; inspect compile/default inheritance and callers
IStudyEventDAO,findByStudyEventId,default StudyEvent findByStudyEventId(Integer studyEventId) ,unused,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDaoAdapter.java,shared/src/main/java/org/researchedc/logic/rulerunner/BeanPropertyRuleRunner.java:49:                StudyEvent studyEvent = studyEventDaoHib.findByStudyEventId(; app/src/test/java/org/researchedc/module/event/service/EventServiceTest.java:119:        when(eventCrfRepository.findByStudyEventId(1)); app/src/main/java/org/researchedc/module/event/repository/EventCrfRepository.java:11:    List<EventCrfEntity> findByStudyEventId(Integer studyEventId);; app/src/main/java/org/researchedc/module/event/service/EventService.java:62:        return eventCrfRepository.findByStudyEventId(studyEventId); app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:122:        return toBeans(eventCrfRepository.findByStudyEventId(studyEvent.getId()));,SPI method not found in adapter by simple method-name scan; inspect compile/default inheritance and callers
IStudyEventDAO,saveOrUpdate,default StudyEvent saveOrUpdate(StudyEventContainer container) ,unused,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDaoAdapter.java,shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:125:    default ItemData saveOrUpdate(ItemData entity) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/spi/DynamicsItemGroupMetadataDao.java:17:    default DynamicsItemGroupMetadataBean saveOrUpdate(DynamicsItemGroupMetadataBean entity) {; shared/src/main/java/org/researchedc/dao/spi/ResponseSetDomainDao.java:13:    ResponseSet saveOrUpdate(ResponseSet responseSet);; shared/src/main/java/org/researchedc/dao/spi/ICrfDAO.java:38:    default CrfBean saveOrUpdate(CrfBean entity) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/spi/IRuleSetRuleDAO.java:19:    RuleSetRuleBean saveOrUpdate(RuleSetRuleBean ruleSetRuleBean);; shared/src/main/java/org/researchedc/dao/spi/ISectionDAO.java:69:    default Section saveOrUpdate(Section entity) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/spi/IItemFormMetadataDAO.java:73:    default ItemFormMetadata saveOrUpdate(ItemFormMetadata entity) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/spi/RuleSetAuditDomainDao.java:10:    RuleSetAuditBean saveOrUpdate(RuleSetAuditBean ruleSetAuditBean);,SPI method not found in adapter by simple method-name scan; inspect compile/default inheritance and callers
IStudyEventDAO,saveOrUpdateTransactional,default StudyEvent saveOrUpdateTransactional(StudyEventContainer container) ,module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDaoAdapter.java,shared/src/main/java/org/researchedc/service/crfdata/BeanPropertyService.java:187:            if (isTransaction) getStudyEventDAO().saveOrUpdateTransactional(container);; app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDaoAdapter.java:322:    public StudyEvent saveOrUpdateTransactional(StudyEventContainer container) {,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IStudyEventDAO,findMaxOrdinalByStudySubjectStudyEventDefinition,default Integer findMaxOrdinalByStudySubjectStudyEventDefinition(int studySubjectId; int studyEventDefinitionId) ,module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDaoAdapter.java,"app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDaoAdapter.java:327:    public Integer findMaxOrdinalByStudySubjectStudyEventDefinition(int studySubjectId, int studyEventDefinitionId) {",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IStudyEventDAO,findById,default StudyEvent findById(Integer id) ,unused,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDaoAdapter.java,app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:82:        when(studyRepository.findById(1)).thenReturn(Optional.of(s));; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:98:        when(studyRepository.findById(1)).thenReturn(Optional.of(s));; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:111:        when(studyRepository.findById(99)).thenReturn(Optional.empty());; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:152:        when(studyRepository.findById(1)).thenReturn(Optional.of(existing));; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:168:        when(studyRepository.findById(99)).thenReturn(Optional.empty());; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:177:        when(studyRepository.findById(1)).thenReturn(Optional.of(existing));; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:186:        when(studyRepository.findById(99)).thenReturn(Optional.empty());; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:196:        when(studyRepository.findById(1)).thenReturn(Optional.of(existing));,SPI method not found in adapter by simple method-name scan; inspect compile/default inheritance and callers
IStudyEventDAO,isThisRepeatingEventScheduledMoreThanOneTime,boolean isThisRepeatingEventScheduledMoreThanOneTime(int studyId; int sed_Id),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDaoAdapter.java,"app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDaoAdapter.java:296:    public boolean isThisRepeatingEventScheduledMoreThanOneTime(int studyId, int sed_Id) {",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IStudyEventDefinitionDAO,findByPK,EntityBean findByPK(int ID),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java,app/src/test/java/org/researchedc/module/study/internal/adapter/StudyDaoAdapterTest.java:66:        StudyBean bean = (StudyBean) adapter.findByPK(7);; app/src/test/java/org/researchedc/module/study/internal/adapter/StudyDaoAdapterTest.java:89:        Object bean = adapter.findByPK(404);; app/src/test/java/org/researchedc/module/filter/internal/adapter/FilterDaoAdapterTest.java:48:        FilterBean bean = (FilterBean) adapter.findByPK(7);; app/src/test/java/org/researchedc/module/filter/internal/adapter/FilterDaoAdapterTest.java:64:        Object bean = adapter.findByPK(404);; shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:70:    public EntityBean findByPK(int ID);; shared/src/main/java/org/researchedc/dao/spi/IRuleSetDAO.java:16:    EntityBean findByPK(int ID);; shared/src/main/java/org/researchedc/dao/spi/ICrfDAO.java:16:    EntityBean findByPK(int ID);; shared/src/main/java/org/researchedc/dao/spi/ISectionDAO.java:29:    public EntityBean findByPK(int ID);,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IStudyEventDefinitionDAO,findByPKAndStudy,AuditableEntityBean findByPKAndStudy(int id; StudyBean study),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java,"shared/src/main/java/org/researchedc/dao/spi/IStudyEventDAO.java:41:    AuditableEntityBean findByPKAndStudy(int id, StudyBean study);; shared/src/main/java/org/researchedc/dao/spi/EventCRFDao.java:55:    AuditableEntityBean findByPKAndStudy(int id, StudyBean study);; shared/src/main/java/org/researchedc/dao/rule/RuleSetRuleDAO.java:53:        this.findByPKAndStudyName = ""findByPKAndStudy"";; shared/src/main/java/org/researchedc/dao/core/AuditableEntityDAO.java:171:    public AuditableEntityBean findByPKAndStudy(int id, StudyBean study) {; app/src/test/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapterTest.java:90:        StudyEventDefinitionBean bean = (StudyEventDefinitionBean) adapter.findByPKAndStudy(7, study);; app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDaoAdapter.java:207:    public AuditableEntityBean findByPKAndStudy(int id, StudyBean study) {; app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:267:    public AuditableEntityBean findByPKAndStudy(int id, StudyBean study) {; app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java:46:    public AuditableEntityBean findByPKAndStudy(int id, StudyBean study) {",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IStudyEventDefinitionDAO,create,EntityBean create(EntityBean eb),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java,"app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:133:        // If Upsert bean is not present, create one with default settings; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:196:                            // spell out criteria and create a bean if; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:214:                                newEventCrfBean = (EventCRFBean) eventCrfDAO.create(newEventCrfBean);; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:258:        // If Upsert bean is not present, create one with default settings; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:419:        // create a second Validator, this one for hard edit checks; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:512:                            // also need to create a group name checker here for; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:624:                                // >> TBH #5548 did we create any repeated blank spots? If so, fill them in with an Item; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:719:                        // JN: Changed from validationErrors to totalValidationErrors to create discrepancy notes for",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IStudyEventDefinitionDAO,update,EntityBean update(EntityBean eb),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java,"app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:753:        // we statically update the hash map here, so it should not have to be; shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:34:    public EntityBean update(EntityBean eb);; shared/src/main/java/org/researchedc/dao/spi/IRuleSetDAO.java:29:    EntityBean update(EntityBean eb);; shared/src/main/java/org/researchedc/dao/spi/ICrfDAO.java:23:    EntityBean update(EntityBean eb);; shared/src/main/java/org/researchedc/dao/spi/ISectionDAO.java:17:    public EntityBean update(EntityBean eb);; app/src/test/java/org/researchedc/module/filter/service/FilterServiceTest.java:105:        FilterEntity result = service.update(1, ""Updated"", ""Updated desc"");; app/src/test/java/org/researchedc/module/filter/service/FilterServiceTest.java:119:        FilterEntity result = service.update(1, ""Updated"", null);; app/src/test/java/org/researchedc/module/filter/service/FilterServiceTest.java:129:                () -> service.update(999, ""name"", ""desc""));",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IStudyEventDefinitionDAO,findAll,Collection findAll(),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java,"app/src/test/java/org/researchedc/module/filter/service/FilterServiceTest.java:34:        when(filterRepository.findAll()).thenReturn(List.of(f1, f2));; app/src/test/java/org/researchedc/module/filter/service/FilterServiceTest.java:45:        when(filterRepository.findAll()).thenReturn(List.of());; app/src/test/java/org/researchedc/module/filter/internal/adapter/FilterDaoAdapterTest.java:75:        ArrayList filters = (ArrayList) adapter.findAll();; app/src/test/java/org/researchedc/module/audit/service/DatabaseChangeLogServiceTest.java:20:        when(port.findAll()).thenReturn(List.of(dto));; app/src/test/java/org/researchedc/module/audit/service/DatabaseChangeLogServiceTest.java:27:        verify(port).findAll();; shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:66:    public Collection<ItemDataBean> findAll();; shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:68:    public Collection findAll(String strOrderByColumn, boolean blnAscendingSort, String strSearchPhrase);; app/src/test/java/org/researchedc/module/audit/internal/adapter/DatabaseChangeLogAdapterTest.java:31:        when(dao.findAll()).thenReturn(new ArrayList<>(List.of(bean)));",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IStudyEventDefinitionDAO,findAll,Collection findAll(String strOrderByColumn; boolean blnAscendingSort; String strSearchPhrase),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java,"app/src/test/java/org/researchedc/module/filter/service/FilterServiceTest.java:34:        when(filterRepository.findAll()).thenReturn(List.of(f1, f2));; app/src/test/java/org/researchedc/module/filter/service/FilterServiceTest.java:45:        when(filterRepository.findAll()).thenReturn(List.of());; app/src/test/java/org/researchedc/module/filter/internal/adapter/FilterDaoAdapterTest.java:75:        ArrayList filters = (ArrayList) adapter.findAll();; shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:66:    public Collection<ItemDataBean> findAll();; shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:68:    public Collection findAll(String strOrderByColumn, boolean blnAscendingSort, String strSearchPhrase);; shared/src/main/java/org/researchedc/dao/spi/IRuleSetDAO.java:17:    Collection findAll();; shared/src/main/java/org/researchedc/dao/spi/IRuleSetDAO.java:18:    Collection findAll(String strOrderByColumn, boolean blnAscendingSort, String strSearchPhrase);; shared/src/main/java/org/researchedc/dao/spi/ICrfDAO.java:24:    Collection findAll();",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IStudyEventDefinitionDAO,findAllByPermission,Collection findAllByPermission(Object objCurrentUser; int intActionType; String strOrderByColumn; boolean blnAscendingSort; String strSearchPhrase),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java,"shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:76:    public Collection findAllByPermission(Object objCurrentUser, int intActionType, String strOrderByColumn, boolean blnAscendingSort, String strSearchPhrase);; shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:78:    public Collection findAllByPermission(Object objCurrentUser, int intActionType);; shared/src/main/java/org/researchedc/dao/spi/IRuleSetDAO.java:19:    Collection findAllByPermission(Object objCurrentUser, int intActionType, String strOrderByColumn, boolean blnAscendingSort, String strSearchPhrase);; shared/src/main/java/org/researchedc/dao/spi/IRuleSetDAO.java:20:    Collection findAllByPermission(Object objCurrentUser, int intActionType);; shared/src/main/java/org/researchedc/dao/spi/ICrfDAO.java:31:    Collection findAllByPermission(Object objCurrentUser, int intActionType, String strOrderByColumn, boolean blnAscendingSort, String strSearchPhrase);; shared/src/main/java/org/researchedc/dao/spi/ICrfDAO.java:32:    Collection findAllByPermission(Object objCurrentUser, int intActionType);; shared/src/main/java/org/researchedc/dao/spi/ISectionDAO.java:31:    public Collection findAllByPermission(Object objCurrentUser, int intActionType, String strOrderByColumn, boolean blnAscendingSort, String strSearchPhrase);; shared/src/main/java/org/researchedc/dao/spi/ISectionDAO.java:33:    public Collection findAllByPermission(Object objCurrentUser, int intActionType);",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IStudyEventDefinitionDAO,findAllByPermission,Collection findAllByPermission(Object objCurrentUser; int intActionType),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java,"shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:76:    public Collection findAllByPermission(Object objCurrentUser, int intActionType, String strOrderByColumn, boolean blnAscendingSort, String strSearchPhrase);; shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:78:    public Collection findAllByPermission(Object objCurrentUser, int intActionType);; shared/src/main/java/org/researchedc/dao/spi/IRuleSetDAO.java:19:    Collection findAllByPermission(Object objCurrentUser, int intActionType, String strOrderByColumn, boolean blnAscendingSort, String strSearchPhrase);; shared/src/main/java/org/researchedc/dao/spi/IRuleSetDAO.java:20:    Collection findAllByPermission(Object objCurrentUser, int intActionType);; shared/src/main/java/org/researchedc/dao/spi/ICrfDAO.java:31:    Collection findAllByPermission(Object objCurrentUser, int intActionType, String strOrderByColumn, boolean blnAscendingSort, String strSearchPhrase);; shared/src/main/java/org/researchedc/dao/spi/ICrfDAO.java:32:    Collection findAllByPermission(Object objCurrentUser, int intActionType);; app/src/main/java/org/researchedc/module/study/internal/adapter/StudyDaoAdapter.java:75:    public Collection findAllByPermission(Object objCurrentUser, int intActionType,; app/src/main/java/org/researchedc/module/study/internal/adapter/StudyDaoAdapter.java:81:    public Collection findAllByPermission(Object objCurrentUser, int intActionType) {",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IStudyEventDefinitionDAO,getEntityFromHashMap,Object getEntityFromHashMap(HashMap hm),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java,app/src/main/java/org/researchedc/module/study/internal/adapter/StudyDaoAdapter.java:86:    public Object getEntityFromHashMap(HashMap hm) {; shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:58:    public Object getEntityFromHashMap(HashMap hm);; app/src/main/java/org/researchedc/module/study/internal/adapter/StudyParameterValueDaoAdapter.java:217:    public Object getEntityFromHashMap(HashMap hm) {; shared/src/main/java/org/researchedc/dao/spi/IRuleSetDAO.java:34:    Object getEntityFromHashMap(HashMap hm);; shared/src/main/java/org/researchedc/dao/spi/ICrfDAO.java:43:    Object getEntityFromHashMap(HashMap hm);; app/src/test/java/org/researchedc/module/study/internal/adapter/StudyDaoAdapterTest.java:237:        StudyBean bean = (StudyBean) adapter.getEntityFromHashMap(row);; app/src/main/java/org/researchedc/module/filter/internal/adapter/FilterDaoAdapter.java:139:    public Object getEntityFromHashMap(HashMap hm) {; shared/src/main/java/org/researchedc/dao/spi/ISectionDAO.java:21:    public Object getEntityFromHashMap(HashMap hm);,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IStudyEventDefinitionDAO,findByOid,StudyEventDefinitionBean findByOid(String oid),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java,"app/src/test/java/org/researchedc/module/study/internal/adapter/StudyDaoAdapterTest.java:193:        assertNull(adapter.findByOid(""MISSING""));; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:137:        StudyBean studyBean = studyDAO.findByOid(studyOID);; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:262:        StudyBean studyBean = studyDAO.findByOid(studyOID);; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:338:        StudyBean studyBean = studyDAO.findByOid(studyOID);; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:424:        StudyBean studyBean = studyDAO.findByOid(odmContainer.getCrfDataPostImportContainer().getStudyOID());; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:520:                                ItemGroupBean testBean = itemGroupDAO.findByOid(itemGroupDataBean.getItemGroupOID());; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:538:                                    List<ItemBean> itemBeans = itemDAO.findByOid(importItemDataBean.getItemOID());; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:778:        List<ItemBean> items = itemDao.findByOid(importItem.getItemOID());",adapter method contains fallback/delegation/TODO marker; inspect and replace before deleting legacy DAO family
IStudyEventDefinitionDAO,findByOidAndStudy,StudyEventDefinitionBean findByOidAndStudy(String oid; int studyId; int parentStudyId),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java,"app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:142:            StudySubjectBean studySubjectBean = studySubjectDAO.findByOidAndStudy(subjectDataBean.getSubjectOID(), studyBean.getId());; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:148:                StudyEventDefinitionBean studyEventDefinitionBean = studyEventDefinitionDAO.findByOidAndStudy(studyEventDataBean.getStudyEventOID(),; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:267:            StudySubjectBean studySubjectBean = studySubjectDAO.findByOidAndStudy(subjectDataBean.getSubjectOID(), studyBean.getId());; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:273:                StudyEventDefinitionBean studyEventDefinitionBean = studyEventDefinitionDAO.findByOidAndStudy(studyEventDataBean.getStudyEventOID(),; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:344:            StudySubjectBean studySubjectBean = studySubjectDAO.findByOidAndStudy(subjectDataBean.getSubjectOID(), studyBean.getId());; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:350:                StudyEventDefinitionBean studyEventDefinitionBean = studyEventDefinitionDAO.findByOidAndStudy(studyEventDataBean.getStudyEventOID(),; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:442:            StudySubjectBean studySubjectBean = studySubjectDAO.findByOidAndStudy(subjectDataBean.getSubjectOID(), studyBean.getId());; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:446:                StudyEventDefinitionBean sedBean = sedDao.findByOidAndStudy(studyEventDataBean.getStudyEventOID(), studyBean.getId(), parentStudyId);",adapter method contains fallback/delegation/TODO marker; inspect and replace before deleting legacy DAO family
IStudyEventDefinitionDAO,findAllByStudy,ArrayList findAllByStudy(StudyBean study),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapter.java,app/src/test/java/org/researchedc/module/subjectgroup/internal/adapter/StudyGroupDaoAdapterTest.java:56:        ArrayList result = adapter.findAllByStudy(study);; shared/src/main/java/org/researchedc/dao/spi/IRuleSetDAO.java:21:    ArrayList<RuleSetBean> findAllByStudy(StudyBean currentStudy);; shared/src/main/java/org/researchedc/dao/spi/ICrfDAO.java:27:    Collection findAllByStudy(int studyId);; app/src/test/java/org/researchedc/module/subjectgroup/internal/adapter/StudyGroupClassDaoAdapterTest.java:88:        ArrayList result = adapter.findAllByStudy(study);; shared/src/main/java/org/researchedc/dao/spi/RuleSetDomainDao.java:16:    ArrayList<RuleSetBean> findAllByStudy(StudyBean currentStudy);; shared/src/main/java/org/researchedc/dao/spi/IStudyEventDAO.java:42:    ArrayList findAllByStudy(StudyBean study);; shared/src/main/java/org/researchedc/dao/spi/IStudySubjectDAO.java:28:    ArrayList findAllByStudy(StudyBean study);; shared/src/main/java/org/researchedc/dao/spi/StudyGroupClassDao.java:18:    ArrayList findAllByStudy(StudyBean study);,adapter method contains fallback/delegation/TODO marker; inspect and replace before deleting legacy DAO family
